id_produit,mois,entrees_unites,stock_moyen_unites,couverture_mois
64,2024-05,226,218,1.03
64,2024-06,111,101,0.97
64,2024-07,123,102,0.93
64,2024-08,174,188,1.09
64,2024-09,202,205,1.03
64,2024-10,142,154,0.97
64,2024-11,211,185,0.93
64,2024-12,119,143,1.09
64,2025-01,67,75,1.03
64,2025-02,186,170,0.97
64,2025-03,200,196,0.93
64,2025-04,121,139,1.09
64,2025-05,196,182,1.03
64,2025-06,86,86,0.97
64,2025-07,112,113,0.93
64,2025-08,174,205,1.09
64,2025-09,91,102,1.03
64,2025-10,227,226,0.97
64,2025-11,143,119,0.93
64,2025-12,157,167,1.09
64,2026-01,225,234,1.03
64,2026-02,179,156,0.97
64,2026-03,275,258,0.93
64,2026-04,175,205,1.09
64,2026-05,133,151,1.03
64,2026-06,271,238,0.97
64,2026-07,172,152,0.93
64,2026-08,153,151,1.09
65,2023-01,76,128,1.54
65,2023-02,133,206,1.46
65,2023-03,180,229,1.39
65,2023-04,168,302,1.63
65,2023-05,130,185,1.54
65,2023-06,99,142,1.46
65,2023-07,86,122,1.39
65,2023-08,129,189,1.63
65,2023-09,135,196,1.54
65,2023-10,153,244,1.46
65,2023-11,106,156,1.39
65,2023-12,291,430,1.63
65,2024-01,132,194,1.54
65,2024-02,200,288,1.46
65,2024-03,166,239,1.39
65,2024-04,154,269,1.63
65,2024-05,54,92,1.54
65,2024-06,85,129,1.46
65,2024-07,135,188,1.39
65,2024-08,161,254,1.63
65,2024-09,158,233,1.54
65,2024-10,182,283,1.46
65,2024-11,196,307,1.39
65,2024-12,280,460,1.63
65,2025-01,131,208,1.54
65,2025-02,148,229,1.46
65,2025-03,114,175,1.39
65,2025-04,126,214,1.63
65,2025-05,188,308,1.54
65,2025-06,103,156,1.46
65,2025-07,159,239,1.39
65,2025-08,112,165,1.63
65,2025-09,200,334,1.54
65,2025-10,133,210,1.46
65,2025-11,186,274,1.39
65,2025-12,153,253,1.63
65,2026-01,185,271,1.54
65,2026-02,215,335,1.46
65,2026-03,219,288,1.39
65,2026-04,250,391,1.63
65,2026-05,207,305,1.54
65,2026-06,91,140,1.46
65,2026-07,91,139,1.39
65,2026-08,199,308,1.63
66,2023-01,85,119,1.37
66,2023-02,211,264,1.30
66,2023-03,152,181,1.23
66,2023-04,171,226,1.45
66,2023-05,114,173,1.37
66,2023-06,101,132,1.30
66,2023-07,165,183,1.23
66,2023-08,75,107,1.45
66,2023-09,152,189,1.37
66,2023-10,263,358,1.30
66,2023-11,94,131,1.23
66,2023-12,227,296,1.45
66,2024-01,189,253,1.37
66,2024-02,154,191,1.30
66,2024-03,92,122,1.23
66,2024-04,132,212,1.45
66,2024-05,145,193,1.37
66,2024-06,139,162,1.30
66,2024-07,61,84,1.23
66,2024-08,132,174,1.45
66,2024-09,139,193,1.37
66,2024-10,246,299,1.30
66,2024-11,140,164,1.23
66,2024-12,158,243,1.45
66,2025-01,110,155,1.37
66,2025-02,100,131,1.30
66,2025-03,180,252,1.23
66,2025-04,150,232,1.45
66,2025-05,166,232,1.37
66,2025-06,80,114,1.30
66,2025-07,121,151,1.23
66,2025-08,152,233,1.45
66,2025-09,122,186,1.37
66,2025-10,213,269,1.30
66,2025-11,276,357,1.23
66,2025-12,327,433,1.45
66,2026-01,207,297,1.37
66,2026-02,324,426,1.30
66,2026-03,368,414,1.23
66,2026-04,298,433,1.45
66,2026-05,115,179,1.37
66,2026-06,142,173,1.30
66,2026-07,113,127,1.23
66,2026-08,193,267,1.45
67,2023-01,209,238,1.23
67,2023-02,128,145,1.17
67,2023-03,220,274,1.11
67,2023-04,136,162,1.30
67,2023-05,116,142,1.23
67,2023-06,111,132,1.17
67,2023-07,155,174,1.11
67,2023-08,136,176,1.30
67,2023-09,190,248,1.23
67,2023-10,201,215,1.17
67,2023-11,124,144,1.11
67,2023-12,147,180,1.30
67,2024-01,98,131,1.23
67,2024-02,131,162,1.17
67,2024-03,195,221,1.11
67,2024-04,186,228,1.30
67,2024-05,91,118,1.23
67,2024-06,83,106,1.17
67,2024-07,133,160,1.11
67,2024-08,111,160,1.30
67,2024-09,190,244,1.23
67,2024-10,290,344,1.17
67,2024-11,218,269,1.11
67,2024-12,193,275,1.30
67,2025-01,233,275,1.23
67,2025-02,154,167,1.17
67,2025-03,174,219,1.11
67,2025-04,220,258,1.30
67,2025-05,146,191,1.23
67,2025-06,102,116,1.17
67,2025-07,162,162,1.11
67,2025-08,111,129,1.30
67,2025-09,201,261,1.23
67,2025-10,199,234,1.17
67,2025-11,223,224,1.11
67,2025-12,188,232,1.30
67,2026-01,248,337,1.23
67,2026-02,174,217,1.17
67,2026-03,252,257,1.11
67,2026-04,168,209,1.30
67,2026-05,159,217,1.23
67,2026-06,169,188,1.17
67,2026-07,98,98,1.11
67,2026-08,178,227,1.30
68,2023-01,209,210,1.12
68,2023-02,127,145,1.06
68,2023-03,190,191,1.01
68,2023-04,102,115,1.19
68,2023-05,118,149,1.12
68,2023-06,97,94,1.06
68,2023-07,116,122,1.01
68,2023-08,174,231,1.19
68,2023-09,120,129,1.12
68,2023-10,295,295,1.06
68,2023-11,175,194,1.01
68,2023-12,189,200,1.19
68,2024-01,134,138,1.12
68,2024-02,89,101,1.06
68,2024-03,162,165,1.01
68,2024-04,169,210,1.19
68,2024-05,183,214,1.12
68,2024-06,101,101,1.06
68,2024-07,124,129,1.01
68,2024-08,90,107,1.19
68,2024-09,125,143,1.12
68,2024-10,119,114,1.06
68,2024-11,158,158,1.01
68,2024-12,139,185,1.19
68,2025-01,154,175,1.12
68,2025-02,110,122,1.06
68,2025-03,170,187,1.01
68,2025-04,241,313,1.19
68,2025-05,148,159,1.12
68,2025-06,145,139,1.06
68,2025-07,180,173,1.01
68,2025-08,120,142,1.19
68,2025-09,148,169,1.12
68,2025-10,218,243,1.06
68,2025-11,200,200,1.01
68,2025-12,237,263,1.19
68,2026-01,225,257,1.12
68,2026-02,191,214,1.06
68,2026-03,139,138,1.01
68,2026-04,192,238,1.19
68,2026-05,210,226,1.12
68,2026-06,165,175,1.06
68,2026-07,108,106,1.01
68,2026-08,204,217,1.19
69,2023-01,114,113,0.88
69,2023-02,85,70,0.83
69,2023-03,238,179,0.79
69,2023-04,103,101,0.93
69,2023-05,117,103,0.88
69,2023-06,152,129,0.83
69,2023-07,65,53,0.79
69,2023-08,136,126,0.93
69,2023-09,171,149,0.88
69,2023-10,152,134,0.83
69,2023-11,291,248,0.79
69,2023-12,153,153,0.93
69,2024-01,128,111,0.88
69,2024-02,131,119,0.83
69,2024-03,178,144,0.79
69,2024-04,166,140,0.93
69,2024-05,166,162,0.88
69,2024-06,116,100,0.83
69,2024-07,59,46,0.79
69,2024-08,148,143,0.93
69,2024-09,211,169,0.88
69,2024-10,227,203,0.83
69,2024-11,81,70,0.79
69,2024-12,205,198,0.93
69,2025-01,144,114,0.88
69,2025-02,249,193,0.83
69,2025-03,177,156,0.79
69,2025-04,200,167,0.93
69,2025-05,100,93,0.88
69,2025-06,221,171,0.83
69,2025-07,72,52,0.79
69,2025-08,221,205,0.93
69,2025-09,258,228,0.88
69,2025-10,208,185,0.83
69,2025-11,147,125,0.79
69,2025-12,189,195,0.93
69,2026-01,152,126,0.88
69,2026-02,130,119,0.83
69,2026-03,209,151,0.79
69,2026-04,162,146,0.93
69,2026-05,166,141,0.88
69,2026-06,137,112,0.83
69,2026-07,162,144,0.79
69,2026-08,130,116,0.93
70,2023-01,125,286,2.05
70,2023-02,155,327,1.95
70,2023-03,161,298,1.85
70,2023-04,89,209,2.17
70,2023-05,143,271,2.05
70,2023-06,100,210,1.95
70,2023-07,103,198,1.85
70,2023-08,68,143,2.17
70,2023-09,130,245,2.05
70,2023-10,284,544,1.95
70,2023-11,175,307,1.85
70,2023-12,197,483,2.17
70,2024-01,150,298,2.05
70,2024-02,134,259,1.95
70,2024-03,250,424,1.85
70,2024-04,148,346,2.17
70,2024-05,114,220,2.05
70,2024-06,106,208,1.95
70,2024-07,145,248,1.85
70,2024-08,176,357,2.17
70,2024-09,145,310,2.05
70,2024-10,179,360,1.95
70,2024-11,240,491,1.85
70,2024-12,290,659,2.17
70,2025-01,120,255,2.05
70,2025-02,147,314,1.95
70,2025-03,184,322,1.85
70,2025-04,237,489,2.17
70,2025-05,131,261,2.05
70,2025-06,109,234,1.95
70,2025-07,139,246,1.85
70,2025-08,105,254,2.17
70,2025-09,230,522,2.05
70,2025-10,317,614,1.95
70,2025-11,297,543,1.85
70,2025-12,172,424,2.17
70,2026-01,261,497,2.05
70,2026-02,49,97,1.95
70,2026-03,184,343,1.85
70,2026-04,244,498,2.17
70,2026-05,134,312,2.05
70,2026-06,130,255,1.95
70,2026-07,70,143,1.85
70,2026-08,155,352,2.17
71,2023-01,171,184,0.95
71,2023-02,110,107,0.90
71,2023-03,259,250,0.85
71,2023-04,97,89,1.00
71,2023-05,118,119,0.95
71,2023-06,98,84,0.90
71,2023-07,82,77,0.85
71,2023-08,103,109,1.00
71,2023-09,82,83,0.95
71,2023-10,227,195,0.90
71,2023-11,175,168,0.85
71,2023-12,211,195,1.00
71,2024-01,254,218,0.95
71,2024-02,102,91,0.90
71,2024-03,145,138,0.85
71,2024-04,187,212,1.00
71,2024-05,132,128,0.95
71,2024-06,84,74,0.90
71,2024-07,90,83,0.85
71,2024-08,136,124,1.00
71,2024-09,137,142,0.95
71,2024-10,246,240,0.90
71,2024-11,290,234,0.85
71,2024-12,113,122,1.00
71,2025-01,144,128,0.95
71,2025-02,171,147,0.90
71,2025-03,220,202,0.85
71,2025-04,245,228,1.00
71,2025-05,99,86,0.95
71,2025-06,116,103,0.90
71,2025-07,126,111,0.85
71,2025-08,148,149,1.00
71,2025-09,138,139,0.95
71,2025-10,275,226,0.90
71,2025-11,146,117,0.85
71,2025-12,207,206,1.00
71,2026-01,240,208,0.95
71,2026-02,217,194,0.90
71,2026-03,130,109,0.85
71,2026-04,157,175,1.00
71,2026-05,235,218,0.95
71,2026-06,117,107,0.90
71,2026-07,87,76,0.85
71,2026-08,168,163,1.00
72,2023-01,201,166,0.88
72,2023-02,166,135,0.83
72,2023-03,157,124,0.79
72,2023-04,124,125,0.93
72,2023-05,106,88,0.88
72,2023-06,161,138,0.83
72,2023-07,126,113,0.79
72,2023-08,133,112,0.93
72,2023-09,149,141,0.88
72,2023-10,131,102,0.83
72,2023-11,121,104,0.79
72,2023-12,190,169,0.93
72,2024-01,57,51,0.88
72,2024-02,182,159,0.83
72,2024-03,309,231,0.79
72,2024-04,221,189,0.93
72,2024-05,116,116,0.88
72,2024-06,125,96,0.83
72,2024-07,73,60,0.79
72,2024-08,173,154,0.93
72,2024-09,192,184,0.88
72,2024-10,198,149,0.83
72,2024-11,178,136,0.79
72,2024-12,154,150,0.93
72,2025-01,140,112,0.88
72,2025-02,201,172,0.83
72,2025-03,140,117,0.79
72,2025-04,187,178,0.93
72,2025-05,108,106,0.88
72,2025-06,106,82,0.83
72,2025-07,79,56,0.79
72,2025-08,68,65,0.93
72,2025-09,178,154,0.88
72,2025-10,285,262,0.83
72,2025-11,193,137,0.79
72,2025-12,145,151,0.93
72,2026-01,101,88,0.88
72,2026-02,148,117,0.83
72,2026-03,205,170,0.79
72,2026-04,201,171,0.93
72,2026-05,196,159,0.88
72,2026-06,159,139,0.83
72,2026-07,140,112,0.79
72,2026-08,159,137,0.93
73,2023-01,270,437,1.76
73,2023-02,178,267,1.67
73,2023-03,188,290,1.59
73,2023-04,225,451,1.86
73,2023-05,124,222,1.76
73,2023-06,48,90,1.67
73,2023-07,86,124,1.59
73,2023-08,80,155,1.86
73,2023-09,150,285,1.76
73,2023-10,201,319,1.67
73,2023-11,155,233,1.59
73,2023-12,233,399,1.86
73,2024-01,142,280,1.76
73,2024-02,196,299,1.67
73,2024-03,173,268,1.59
73,2024-04,162,330,1.86
73,2024-05,248,402,1.76
73,2024-06,21,33,1.67
73,2024-07,189,300,1.59
73,2024-08,198,350,1.86
73,2024-09,147,232,1.76
73,2024-10,173,272,1.67
73,2024-11,180,321,1.59
73,2024-12,173,306,1.86
73,2025-01,250,409,1.76
73,2025-02,102,159,1.67
73,2025-03,200,349,1.59
73,2025-04,239,445,1.86
73,2025-05,160,296,1.76
73,2025-06,148,257,1.67
73,2025-07,79,137,1.59
73,2025-08,113,239,1.86
73,2025-09,192,319,1.76
73,2025-10,188,296,1.67
73,2025-11,240,340,1.59
73,2025-12,196,386,1.86
73,2026-01,145,273,1.76
73,2026-02,163,252,1.67
73,2026-03,233,351,1.59
73,2026-04,227,380,1.86
73,2026-05,243,403,1.76
73,2026-06,187,319,1.67
73,2026-07,109,168,1.59
73,2026-08,175,332,1.86
74,2023-01,177,247,1.54
74,2023-02,122,183,1.46
74,2023-03,197,253,1.39
74,2023-04,117,189,1.63
74,2023-05,202,296,1.54
74,2023-06,123,168,1.46
74,2023-07,72,108,1.39
74,2023-08,127,217,1.63
74,2023-09,118,199,1.54
74,2023-10,318,427,1.46
74,2023-11,264,342,1.39
74,2023-12,153,284,1.63
74,2024-01,160,273,1.54
74,2024-02,126,200,1.46
74,2024-03,164,244,1.39
74,2024-04,143,259,1.63
74,2024-05,299,411,1.54
74,2024-06,143,193,1.46
74,2024-07,179,226,1.39
74,2024-08,195,300,1.63
74,2024-09,165,282,1.54
74,2024-10,167,257,1.46
74,2024-11,149,199,1.39
74,2024-12,195,349,1.63
74,2025-01,169,273,1.54
74,2025-02,269,359,1.46
74,2025-03,257,346,1.39
74,2025-04,214,352,1.63
74,2025-05,120,200,1.54
74,2025-06,199,301,1.46
74,2025-07,142,212,1.39
74,2025-08,101,179,1.63
74,2025-09,193,313,1.54
74,2025-10,207,321,1.46
74,2025-11,161,249,1.39
74,2025-12,178,261,1.63
74,2026-01,252,401,1.54
74,2026-02,147,234,1.46
74,2026-03,343,499,1.39
74,2026-04,133,218,1.63
74,2026-05,224,338,1.54
74,2026-06,203,297,1.46
74,2026-07,88,119,1.39
74,2026-08,120,212,1.63
75,2023-01,100,112,1.12
75,2023-02,170,176,1.06
75,2023-03,127,130,1.01
75,2023-04,123,139,1.19
75,2023-05,172,182,1.12
75,2023-06,76,83,1.06
75,2023-07,110,114,1.01
75,2023-08,130,158,1.19
75,2023-09,134,150,1.12
75,2023-10,264,272,1.06
75,2023-11,165,178,1.01
75,2023-12,149,197,1.19
75,2024-01,104,123,1.12
75,2024-02,219,247,1.06
75,2024-03,190,205,1.01
75,2024-04,188,223,1.19
75,2024-05,206,207,1.12
75,2024-06,143,164,1.06
75,2024-07,115,117,1.01
75,2024-08,113,139,1.19
75,2024-09,136,170,1.12
75,2024-10,157,181,1.06
75,2024-11,194,189,1.01
75,2024-12,191,213,1.19
75,2025-01,229,254,1.12
75,2025-02,126,149,1.06
75,2025-03,204,194,1.01
75,2025-04,228,250,1.19
75,2025-05,130,159,1.12
75,2025-06,143,139,1.06
75,2025-07,80,91,1.01
75,2025-08,158,175,1.19
75,2025-09,180,182,1.12
75,2025-10,149,152,1.06
75,2025-11,159,162,1.01
75,2025-12,214,282,1.19
75,2026-01,136,171,1.12
75,2026-02,154,149,1.06
75,2026-03,265,271,1.01
75,2026-04,193,248,1.19
75,2026-05,201,208,1.12
75,2026-06,133,126,1.06
75,2026-07,244,241,1.01
75,2026-08,186,197,1.19
76,2023-01,220,208,1.03
76,2023-02,70,68,0.97
76,2023-03,197,199,0.93
76,2023-04,180,182,1.09
76,2023-05,192,201,1.03
76,2023-06,165,151,0.97
76,2023-07,83,81,0.93
76,2023-08,145,177,1.09
76,2023-09,111,115,1.03
76,2023-10,196,173,0.97
76,2023-11,193,191,0.93
76,2023-12,175,173,1.09
76,2024-01,135,130,1.03
76,2024-02,185,169,0.97
76,2024-03,175,170,0.93
76,2024-04,164,174,1.09
76,2024-05,188,181,1.03
76,2024-06,98,94,0.97
76,2024-07,178,174,0.93
76,2024-08,107,108,1.09
76,2024-09,217,240,1.03
76,2024-10,273,257,0.97
76,2024-11,154,136,0.93
76,2024-12,208,214,1.09
76,2025-01,131,146,1.03
76,2025-02,208,198,0.97
76,2025-03,161,165,0.93
76,2025-04,199,198,1.09
76,2025-05,184,198,1.03
76,2025-06,137,123,0.97
76,2025-07,91,81,0.93
76,2025-08,175,204,1.09
76,2025-09,180,170,1.03
76,2025-10,170,155,0.97
76,2025-11,152,148,0.93
76,2025-12,158,161,1.09
76,2026-01,196,190,1.03
76,2026-02,221,216,0.97
76,2026-03,214,208,0.93
76,2026-04,308,301,1.09
76,2026-05,133,138,1.03
76,2026-06,159,164,0.97
76,2026-07,64,65,0.93
76,2026-08,192,192,1.09
77,2023-01,136,168,1.23
77,2023-02,133,164,1.17
77,2023-03,183,187,1.11
77,2023-04,180,210,1.30
77,2023-05,171,191,1.23
77,2023-06,136,158,1.17
77,2023-07,92,111,1.11
77,2023-08,66,87,1.30
77,2023-09,180,227,1.23
77,2023-10,200,219,1.17
77,2023-11,155,154,1.11
77,2023-12,105,142,1.30
77,2024-01,114,138,1.23
77,2024-02,114,137,1.17
77,2024-03,164,174,1.11
77,2024-04,161,219,1.30
77,2024-05,102,122,1.23
77,2024-06,130,143,1.17
77,2024-07,41,42,1.11
77,2024-08,88,125,1.30
77,2024-09,229,264,1.23
77,2024-10,209,231,1.17
77,2024-11,176,214,1.11
77,2024-12,181,267,1.30
77,2025-01,117,153,1.23
77,2025-02,177,217,1.17
77,2025-03,212,253,1.11
77,2025-04,152,210,1.30
77,2025-05,230,306,1.23
77,2025-06,186,203,1.17
77,2025-07,133,139,1.11
77,2025-08,76,90,1.30
77,2025-09,176,221,1.23
77,2025-10,205,244,1.17
77,2025-11,313,356,1.11
77,2025-12,188,273,1.30
77,2026-01,143,180,1.23
77,2026-02,228,275,1.17
77,2026-03,150,188,1.11
77,2026-04,206,292,1.30
77,2026-05,187,256,1.23
77,2026-06,196,212,1.17
77,2026-07,198,228,1.11
77,2026-08,118,158,1.30
78,2023-01,226,263,1.12
78,2023-02,183,201,1.06
78,2023-03,191,183,1.01
78,2023-04,130,149,1.19
78,2023-05,107,111,1.12
78,2023-06,57,64,1.06
78,2023-07,95,87,1.01
78,2023-08,113,145,1.19
78,2023-09,136,140,1.12
78,2023-10,98,101,1.06
78,2023-11,176,189,1.01
78,2023-12,170,194,1.19
78,2024-01,111,117,1.12
78,2024-02,172,179,1.06
78,2024-03,160,169,1.01
78,2024-04,281,302,1.19
78,2024-05,115,145,1.12
78,2024-06,89,95,1.06
78,2024-07,69,75,1.01
78,2024-08,111,140,1.19
78,2024-09,188,189,1.12
78,2024-10,188,225,1.06
78,2024-11,120,121,1.01
78,2024-12,345,377,1.19
78,2025-01,161,177,1.12
78,2025-02,124,147,1.06
78,2025-03,243,270,1.01
78,2025-04,226,283,1.19
78,2025-05,184,203,1.12
78,2025-06,142,146,1.06
78,2025-07,53,48,1.01
78,2025-08,96,102,1.19
78,2025-09,139,163,1.12
78,2025-10,207,208,1.06
78,2025-11,170,158,1.01
78,2025-12,208,240,1.19
78,2026-01,182,189,1.12
78,2026-02,190,207,1.06
78,2026-03,188,199,1.01
78,2026-04,212,276,1.19
78,2026-05,149,171,1.12
78,2026-06,77,89,1.06
78,2026-07,73,72,1.01
78,2026-08,261,309,1.19
79,2023-01,105,195,1.76
79,2023-02,79,144,1.67
79,2023-03,110,168,1.59
79,2023-04,129,235,1.86
79,2023-05,145,262,1.76
79,2023-06,82,152,1.67
79,2023-07,153,224,1.59
79,2023-08,97,203,1.86
79,2023-09,180,298,1.76
79,2023-10,235,404,1.67
79,2023-11,130,205,1.59
79,2023-12,116,220,1.86
79,2024-01,65,127,1.76
79,2024-02,143,227,1.67
79,2024-03,87,157,1.59
79,2024-04,220,391,1.86
79,2024-05,115,208,1.76
79,2024-06,80,145,1.67
79,2024-07,217,310,1.59
79,2024-08,113,214,1.86
79,2024-09,96,178,1.76
79,2024-10,135,229,1.67
79,2024-11,123,208,1.59
79,2024-12,173,319,1.86
79,2025-01,123,236,1.76
79,2025-02,275,446,1.67
79,2025-03,137,211,1.59
79,2025-04,227,397,1.86
79,2025-05,120,236,1.76
79,2025-06,116,194,1.67
79,2025-07,132,202,1.59
79,2025-08,285,477,1.86
79,2025-09,185,324,1.76
79,2025-10,258,411,1.67
79,2025-11,314,483,1.59
79,2025-12,305,553,1.86
79,2026-01,188,321,1.76
79,2026-02,135,204,1.67
79,2026-03,110,198,1.59
79,2026-04,217,414,1.86
79,2026-05,95,180,1.76
79,2026-06,176,276,1.67
79,2026-07,158,260,1.59
79,2026-08,123,218,1.86
80,2023-01,165,233,1.54
80,2023-02,252,392,1.46
80,2023-03,129,169,1.39
80,2023-04,216,320,1.63
80,2023-05,93,156,1.54
80,2023-06,145,216,1.46
80,2023-07,131,169,1.39
80,2023-08,126,209,1.63
80,2023-09,178,245,1.54
80,2023-10,128,202,1.46
80,2023-11,144,203,1.39
80,2023-12,126,218,1.63
80,2024-01,168,242,1.54
80,2024-02,85,130,1.46
80,2024-03,285,436,1.39
80,2024-04,423,633,1.63
80,2024-05,144,223,1.54
80,2024-06,83,123,1.46
80,2024-07,105,162,1.39
80,2024-08,186,307,1.63
80,2024-09,123,177,1.54
80,2024-10,322,468,1.46
80,2024-11,195,307,1.39
80,2024-12,244,355,1.63
80,2025-01,156,254,1.54
80,2025-02,213,348,1.46
80,2025-03,189,242,1.39
80,2025-04,245,388,1.63
80,2025-05,131,180,1.54
80,2025-06,216,288,1.46
80,2025-07,125,165,1.39
80,2025-08,181,271,1.63
80,2025-09,103,179,1.54
80,2025-10,369,517,1.46
80,2025-11,134,168,1.39
80,2025-12,210,331,1.63
80,2026-01,261,376,1.54
80,2026-02,167,244,1.46
80,2026-03,136,186,1.39
80,2026-04,161,259,1.63
80,2026-05,178,262,1.54
80,2026-06,129,171,1.46
80,2026-07,187,233,1.39
80,2026-08,153,266,1.63
81,2023-01,171,257,1.54
81,2023-02,83,110,1.46
81,2023-03,110,146,1.39
81,2023-04,106,183,1.63
81,2023-05,30,45,1.54
81,2023-06,107,172,1.46
81,2023-07,148,203,1.39
81,2023-08,158,254,1.63
81,2023-09,135,227,1.54
81,2023-10,170,231,1.46
81,2023-11,219,322,1.39
81,2023-12,251,403,1.63
81,2024-01,102,149,1.54
81,2024-02,140,184,1.46
81,2024-03,129,200,1.39
81,2024-04,321,507,1.63
81,2024-05,155,264,1.54
81,2024-06,161,247,1.46
81,2024-07,137,193,1.39
81,2024-08,186,293,1.63
81,2024-09,153,227,1.54
81,2024-10,280,392,1.46
81,2024-11,75,114,1.39
81,2024-12,175,258,1.63
81,2025-01,169,273,1.54
81,2025-02,168,221,1.46
81,2025-03,166,224,1.39
81,2025-04,242,357,1.63
81,2025-05,213,361,1.54
81,2025-06,112,148,1.46
81,2025-07,61,89,1.39
81,2025-08,99,150,1.63
81,2025-09,246,348,1.54
81,2025-10,166,218,1.46
81,2025-11,220,290,1.39
81,2025-12,283,457,1.63
81,2026-01,201,317,1.54
81,2026-02,160,215,1.46
81,2026-03,178,242,1.39
81,2026-04,285,435,1.63
81,2026-05,136,222,1.54
81,2026-06,185,248,1.46
81,2026-07,144,189,1.39
81,2026-08,152,230,1.63
82,2023-01,167,226,1.37
82,2023-02,150,186,1.30
82,2023-03,109,135,1.23
82,2023-04,153,216,1.45
82,2023-05,168,258,1.37
82,2023-06,154,225,1.30
82,2023-07,111,131,1.23
82,2023-08,206,297,1.45
82,2023-09,168,244,1.37
82,2023-10,179,253,1.30
82,2023-11,109,138,1.23
82,2023-12,121,178,1.45
82,2024-01,149,205,1.37
82,2024-02,218,258,1.30
82,2024-03,227,309,1.23
82,2024-04,222,341,1.45
82,2024-05,105,142,1.37
82,2024-06,105,144,1.30
82,2024-07,183,247,1.23
82,2024-08,151,209,1.45
82,2024-09,172,221,1.37
82,2024-10,215,292,1.30
82,2024-11,288,379,1.23
82,2024-12,191,286,1.45
82,2025-01,135,195,1.37
82,2025-02,144,168,1.30
82,2025-03,146,167,1.23
82,2025-04,320,474,1.45
82,2025-05,123,177,1.37
82,2025-06,73,87,1.30
82,2025-07,246,283,1.23
82,2025-08,138,203,1.45
82,2025-09,160,226,1.37
82,2025-10,212,291,1.30
82,2025-11,215,237,1.23
82,2025-12,221,345,1.45
82,2026-01,185,278,1.37
82,2026-02,155,203,1.30
82,2026-03,177,210,1.23
82,2026-04,282,416,1.45
82,2026-05,288,359,1.37
82,2026-06,123,158,1.30
82,2026-07,110,148,1.23
82,2026-08,166,248,1.45
83,2023-01,130,147,1.23
83,2023-02,153,166,1.17
83,2023-03,172,181,1.11
83,2023-04,152,187,1.30
83,2023-05,164,184,1.23
83,2023-06,162,173,1.17
83,2023-07,131,144,1.11
83,2023-08,88,129,1.30
83,2023-09,78,102,1.23
83,2023-10,149,162,1.17
83,2023-11,136,154,1.11
83,2023-12,134,166,1.30
83,2024-01,162,215,1.23
83,2024-02,154,181,1.17
83,2024-03,146,156,1.11
83,2024-04,189,230,1.30
83,2024-05,153,176,1.23
83,2024-06,149,176,1.17
83,2024-07,108,136,1.11
83,2024-08,125,158,1.30
83,2024-09,127,163,1.23
83,2024-10,406,432,1.17
83,2024-11,182,206,1.11
83,2024-12,109,137,1.30
83,2025-01,89,99,1.23
83,2025-02,158,171,1.17
83,2025-03,265,268,1.11
83,2025-04,136,172,1.30
83,2025-05,242,285,1.23
83,2025-06,66,74,1.17
83,2025-07,117,140,1.11
83,2025-08,164,214,1.30
83,2025-09,253,317,1.23
83,2025-10,146,178,1.17
83,2025-11,222,236,1.11
83,2025-12,172,215,1.30
83,2026-01,226,265,1.23
83,2026-02,139,174,1.17
83,2026-03,196,231,1.11
83,2026-04,237,290,1.30
83,2026-05,108,144,1.23
83,2026-06,150,162,1.17
83,2026-07,86,87,1.11
83,2026-08,98,119,1.30
84,2023-01,104,128,1.12
84,2023-02,136,149,1.06
84,2023-03,257,241,1.01
84,2023-04,245,282,1.19
84,2023-05,253,309,1.12
84,2023-06,57,61,1.06
84,2023-07,135,142,1.01
84,2023-08,118,148,1.19
84,2023-09,213,220,1.12
84,2023-10,143,171,1.06
84,2023-11,86,81,1.01
84,2023-12,256,317,1.19
84,2024-01,224,261,1.12
84,2024-02,178,177,1.06
84,2024-03,229,214,1.01
84,2024-04,145,161,1.19
84,2024-05,102,108,1.12
84,2024-06,184,220,1.06
84,2024-07,109,110,1.01
84,2024-08,99,104,1.19
84,2024-09,139,159,1.12
84,2024-10,153,163,1.06
84,2024-11,125,130,1.01
84,2024-12,131,173,1.19
84,2025-01,217,270,1.12
84,2025-02,176,189,1.06
84,2025-03,195,214,1.01
84,2025-04,162,183,1.19
84,2025-05,151,160,1.12
84,2025-06,134,147,1.06
84,2025-07,159,151,1.01
84,2025-08,87,100,1.19
84,2025-09,117,122,1.12
84,2025-10,197,223,1.06
84,2025-11,165,178,1.01
84,2025-12,206,218,1.19
84,2026-01,141,175,1.12
84,2026-02,140,145,1.06
84,2026-03,204,223,1.01
84,2026-04,213,235,1.19
84,2026-05,99,114,1.12
84,2026-06,134,135,1.06
84,2026-07,160,160,1.01
84,2026-08,116,134,1.19
85,2023-01,129,149,1.03
85,2023-02,137,129,0.97
85,2023-03,162,144,0.93
85,2023-04,198,224,1.09
85,2023-05,126,128,1.03
85,2023-06,159,153,0.97
85,2023-07,89,89,0.93
85,2023-08,102,124,1.09
85,2023-09,161,148,1.03
85,2023-10,92,94,0.97
85,2023-11,196,164,0.93
85,2023-12,165,174,1.09
85,2024-01,109,104,1.03
85,2024-02,119,118,0.97
85,2024-03,187,176,0.93
85,2024-04,100,107,1.09
85,2024-05,124,128,1.03
85,2024-06,92,81,0.97
85,2024-07,82,74,0.93
85,2024-08,135,151,1.09
85,2024-09,114,117,1.03
85,2024-10,124,134,0.97
85,2024-11,189,194,0.93
