date,id_produit,id_magasin,qte_theorique,qte_physique,seuil_alerte,valeur_stock_ht
2024-03-09,131,4,16,14,4,126000
2024-05-31,28,5,28,27,7,548100
2024-11-30,31,3,48,50,12,106250
2023-03-03,18,6,95,106,23,98050
2024-04-17,77,2,17,18,4,472950
2025-05-23,55,1,72,77,18,602525
2026-05-12,30,3,8,9,2,12600
2023-07-11,91,5,6,6,1,57600
2024-04-30,26,2,113,114,28,2103300
2023-10-11,76,5,11,10,2,171500
2024-10-04,104,4,4,4,1,65100
2024-08-30,149,6,26,27,6,203175
2024-01-22,138,4,16,16,4,78400
2024-06-22,110,3,11,10,2,159750
2023-08-04,68,5,22,21,5,49350
2025-06-02,141,6,46,47,11,205625
2025-07-19,17,6,53,57,13,51300
2026-08-03,137,3,29,27,7,122175
2026-03-05,100,6,118,124,29,2033600
2025-12-31,14,3,15,16,3,19200
2026-03-18,69,2,60,56,15,152600
2023-06-10,70,2,51,55,12,206250
2024-02-25,46,2,5,5,1,43125
2025-05-31,43,5,71,-1,17,547400
2024-11-17,113,6,14,13,3,47775
2023-03-23,118,6,18,19,4,78850
2025-11-05,134,1,6,6,1,70500
2023-02-09,148,6,215,223,53,1616750
2026-07-12,81,6,9,9,2,277425
2024-06-15,105,5,32,37,8,692825
2023-07-28,50,1,17,18,4,97200
2023-05-31,140,5,5,5,1,22125
2024-08-27,58,3,43,43,10,218225
2023-05-19,20,2,93,87,23,115275
2025-09-19,128,4,12,12,3,188100
2025-05-13,15,5,45,45,11,40500
2023-07-11,135,3,33,33,8,317625
2026-08-21,59,3,57,51,14,350625
2023-03-14,65,3,6,5,1,20125
2024-11-28,30,3,10,11,2,15400
2026-04-15,15,4,50,52,12,46800
2024-04-01,80,6,6,7,1,221725
2025-09-17,6,1,58,57,14,394725
2024-05-09,51,2,32,29,8,184875
2026-03-14,85,2,31,35,7,379750
2025-07-29,1,3,28,29,7,150800
2025-10-08,73,3,11,11,2,309375
2023-06-30,68,2,90,87,22,204450
2025-09-07,122,1,9,10,2,59750
2023-08-20,17,6,17,15,4,13500
2025-03-04,140,4,33,33,8,146025
2025-11-03,149,4,24,25,6,188125
2025-06-30,92,1,18,19,4,207100
2024-10-08,117,5,6,6,1,21300
2025-08-12,24,3,49,47,12,1056325
2024-04-18,38,1,20,20,5,36500
2026-05-07,19,2,8,8,2,7200
2023-03-21,150,6,824,799,206,3635450
2023-12-03,11,4,8,9,2,56700
2025-08-29,24,5,20,20,5,449500
2025-09-09,70,2,93,82,23,307500
2026-07-27,45,3,25,26,6,244400
2023-01-11,38,6,105,110,26,200750
2026-06-13,126,6,8,8,2,29400
2026-04-23,71,3,10,9,2,26100
2025-09-26,97,4,7,7,1,100975
2025-10-12,45,4,11,10,2,94000
2024-12-09,88,1,5,5,1,71875
2023-12-06,140,6,6,6,1,26550
2026-01-05,119,5,10,10,2,48250
2025-02-08,22,4,14,12,3,7200
2026-05-13,36,3,7,7,1,15750
2024-12-01,111,5,100,106,25,1825850
2025-02-11,62,6,10,-1,2,32750
2026-04-10,21,4,54,54,13,52650
2025-06-04,37,4,13,13,3,16250
2026-04-09,128,2,15,15,3,235125
2025-04-03,144,3,25,27,6,178875
2025-06-08,64,6,57,56,14,161000
2025-11-26,36,6,14,14,3,31500
2025-11-25,50,4,36,34,9,183600
2025-11-10,151,1,191,195,47,1082250
2026-05-22,132,6,9,9,2,120600
2023-12-22,56,5,24,24,6,103200
2025-04-06,112,4,20,21,5,382200
2023-11-04,81,5,55,-1,13,1602900
2023-05-19,128,1,52,46,13,721050
2023-01-18,21,5,18,18,4,17550
2024-08-25,138,3,4,4,1,19600
2023-02-03,57,4,29,28,7,178500
2024-10-08,97,3,20,20,5,288500
2024-08-07,145,1,41,38,10,304950
2026-02-21,111,6,103,104,25,1791400
2024-05-17,127,6,30,26,7,415350
2025-02-15,8,1,43,43,10,221450
2025-06-04,49,5,56,59,14,407100
2025-10-02,60,1,43,44,10,215600
2023-12-01,69,2,20,21,5,57225
2025-02-24,52,2,80,77,20,429275
2024-08-04,91,5,22,23,5,220800
2024-08-13,70,6,17,17,4,63750
2024-10-05,96,4,52,48,13,763200
2023-01-31,18,1,26,26,6,24050
2023-08-10,86,5,2,2,0,16600
2024-02-23,132,5,15,14,3,187600
2023-04-20,76,6,8,8,2,137200
2025-06-05,109,5,9,9,2,72900
2026-07-22,52,6,6,6,1,33450
2026-03-01,140,4,9,10,2,44250
2025-11-03,117,4,15,16,3,56800
2025-02-05,144,1,16,16,4,106000
2025-08-23,106,3,24,23,6,221950
2023-07-24,87,1,21,21,5,194250
2024-09-19,89,4,57,62,14,519250
2023-03-03,81,4,10,11,2,339075
2026-01-17,52,1,51,53,12,295475
2024-01-22,98,6,41,38,10,531050
2023-09-23,36,6,61,65,15,146250
2024-10-31,115,2,8,7,2,19250
2024-10-14,52,1,82,83,20,462725
2023-05-17,15,5,36,36,9,32400
2024-02-06,75,6,2,2,0,44900
2023-10-13,136,5,5,5,1,60750
2025-02-10,132,1,29,29,7,388600
2023-01-27,8,2,80,86,20,442900
2026-03-09,63,4,3,3,0,9150
2023-06-07,57,6,8,8,2,51000
2026-02-21,39,2,29,30,7,39750
2023-09-23,137,5,38,39,9,176475
2023-04-03,47,6,9,9,2,74700
2026-03-12,154,5,8,8,2,37400
2024-07-09,86,1,4,4,1,33200
2024-11-18,139,4,29,31,7,248000
2024-03-19,66,2,5,5,1,20000
2024-11-24,32,5,27,27,6,48600
2024-06-20,127,6,12,11,3,175725
2024-04-05,110,1,13,13,3,207675
2025-05-31,3,5,84,94,21,495850
2025-09-09,64,4,35,-1,8,100625
2024-01-18,75,2,79,70,19,1571500
2025-10-18,15,2,26,27,6,24300
2026-07-28,4,2,15,15,3,53250
2023-12-01,77,2,13,13,3,341575
2026-01-27,12,6,11,11,2,60500
2023-01-08,85,6,3,3,0,32550
2023-08-09,145,2,9,9,2,72225
2025-02-25,102,5,31,28,7,378000
2026-02-05,54,6,14,12,3,106500
2025-02-22,146,5,10,10,2,78000
2025-04-20,98,2,21,19,5,265525
2024-06-29,21,1,9,9,2,8775
2024-08-05,95,5,58,-1,14,619500
2024-10-21,13,4,10,11,2,13750
2023-12-10,63,3,5,5,1,15250
2025-11-04,125,1,42,43,10,166625
2024-05-15,134,4,2,2,0,23500
2025-04-28,95,2,18,18,4,189000
2023-04-12,10,6,29,31,7,117025
2023-06-16,74,1,15,15,3,454500
2023-07-28,128,3,35,37,8,579975
2025-01-21,92,3,16,17,4,185300
2024-09-06,150,2,28,29,7,131950
2025-05-16,139,5,13,14,3,112000
2025-04-29,108,1,25,22,6,414150
2025-04-25,3,4,53,51,13,269025
2025-10-20,46,4,14,15,3,129375
2026-01-05,15,5,63,63,15,56700
2025-12-08,19,2,27,29,6,26100
2023-02-23,43,6,48,46,12,370300
2026-06-03,1,6,265,248,66,1289600
2024-03-18,126,6,13,13,3,47775
2024-02-15,97,3,28,27,7,389475
2025-01-12,133,1,13,13,3,107575
2025-05-16,27,5,4,-1,1,55100
2023-08-04,141,3,66,62,16,271250
2025-10-07,70,4,27,25,6,93750
2023-06-04,135,2,69,74,17,712250
2024-09-14,153,6,29,28,7,202300
2024-01-18,88,5,17,16,4,230000
2024-04-03,44,1,12,12,3,88800
2026-04-23,39,4,92,91,23,120575
2023-08-29,151,1,14,14,3,77700
2024-06-03,126,5,66,63,16,231525
2025-05-14,48,1,9,9,2,80775
2025-09-29,73,4,17,19,4,534375
2024-11-26,139,2,27,28,6,224000
2023-09-01,23,5,12,12,3,267300
2025-05-09,149,3,33,35,8,263375
2025-02-20,27,3,143,147,35,2024925
2024-05-13,71,2,65,65,16,188500
2025-01-06,94,2,15,16,3,121200
2023-12-22,89,1,78,80,19,670000
2023-09-27,52,2,13,13,3,72475
2024-09-27,148,5,57,60,14,435000
2023-03-18,83,1,4,4,1,90400
2023-05-21,38,2,7,7,1,12775
2023-03-26,10,3,22,21,5,79275
2025-10-01,4,4,53,52,13,184600
2025-12-12,19,4,14,15,3,13500
2023-09-10,61,4,265,277,66,803300
2026-08-25,151,6,12,12,3,66600
2024-09-23,100,6,219,214,54,3509600
2023-02-16,139,2,25,23,6,184000
2025-10-30,71,1,34,37,8,107300
2023-03-25,18,3,8,8,2,7400
2025-08-27,45,3,3,3,0,28200
2025-05-04,78,5,29,29,7,777200
2026-07-29,24,4,40,41,10,921475
2025-03-10,124,5,31,29,7,151525
2023-09-25,50,6,12,12,3,64800
2023-06-10,59,5,12,11,3,75625
2024-11-02,22,1,22,23,5,13800
2025-10-02,122,1,7,-1,1,35850
2023-04-12,60,4,32,27,8,132300
2023-04-14,49,5,49,50,12,345000
2024-05-01,10,5,31,29,7,109475
2025-09-12,95,5,6,6,1,63000
2023-09-01,81,6,11,11,2,339075
2024-06-16,58,1,15,15,3,76125
2024-07-03,23,2,6,6,1,133650
2025-05-17,15,5,18,17,4,15300
2026-04-12,80,2,70,69,17,2185575
2025-06-12,123,4,31,29,7,99325
2026-03-15,140,1,53,53,13,234525
2025-07-30,91,3,68,71,17,681600
2024-01-14,83,2,4,4,1,90400
2025-12-09,33,3,154,152,38,323000
2026-04-10,66,2,8,8,2,32000
2024-10-10,123,2,4,4,1,13700
2026-01-24,13,6,70,73,17,91250
2025-10-22,97,1,238,233,59,3361025
2023-10-16,57,4,10,10,2,63750
2025-07-09,123,1,13,14,3,47950
2025-08-08,68,3,7,8,1,18800
2023-11-02,153,4,7,7,1,50575
2023-03-19,110,3,9,9,2,143775
2026-03-31,63,4,7,7,1,21350
2025-10-29,21,1,23,23,5,22425
2024-10-11,130,6,23,23,5,451950
2023-07-19,63,4,40,48,10,146400
2026-04-25,38,6,30,30,7,54750
2023-12-27,64,1,44,42,11,120750
2026-05-23,148,6,50,52,12,377000
2024-02-15,90,3,42,44,10,422400
2024-03-30,40,1,63,68,15,132600
2026-04-02,141,5,15,15,3,65625
2024-04-05,34,1,93,91,23,111475
2026-06-13,107,3,49,46,12,407100
2024-12-08,20,6,8,8,2,10600
2025-10-27,88,3,51,50,12,718750
2026-07-21,106,5,88,97,22,936050
2024-05-20,21,2,47,49,11,47775
2025-08-31,61,6,13,13,3,37700
2025-05-28,20,5,26,28,6,37100
2025-01-22,34,3,10,10,2,12250
2025-12-15,42,6,77,80,19,134000
2024-07-13,31,1,8,9,2,19125
2024-05-12,110,2,11,12,2,191700
2025-08-21,127,4,10,9,2,143775
2023-11-10,115,1,19,21,4,57750
2024-10-25,58,3,26,28,6,142100
2023-03-15,22,6,59,54,14,32400
2025-08-03,81,3,9,9,2,277425
2023-03-29,138,4,18,19,4,93100
2023-11-13,153,6,211,208,52,1502800
2024-09-12,70,2,41,43,10,161250
2023-07-27,124,5,23,21,5,109725
2025-05-23,31,3,53,57,13,121125
2023-12-09,29,5,92,107,23,163175
2023-05-31,7,1,3,3,0,11250
2025-05-17,113,1,9,8,2,29400
2024-06-07,50,4,35,36,8,194400
2023-08-25,108,5,4,4,1,75300
2023-07-12,23,6,7,7,1,155925
2024-10-12,120,3,9,9,2,29250
2024-06-01,52,2,69,67,17,373525
2025-10-28,153,6,84,89,21,643025
2026-06-11,127,4,9,9,2,143775
2023-07-31,128,1,5,5,1,78375
2024-02-10,55,1,20,-1,5,156500
2023-03-11,34,4,90,86,22,105350
2024-02-14,146,6,24,23,6,179400
2025-05-25,53,2,3,3,0,13650
2024-07-20,9,1,32,33,8,167475
2024-06-13,118,6,23,25,5,103750
2023-10-25,87,4,35,37,8,342250
2023-02-12,32,6,37,39,9,70200
2025-08-15,5,4,73,78,18,343200
2025-10-19,17,6,5,5,1,4500
2025-09-04,10,2,19,21,4,79275
2024-09-08,88,1,24,25,6,359375
2023-03-24,113,3,9,9,2,33075
2025-08-17,112,1,6,6,1,109200
2025-03-16,46,6,6,6,1,51750
2023-04-09,127,3,43,41,10,654975
2023-03-26,51,5,16,16,4,102000
2023-01-28,89,5,11,9,2,75375
2023-07-22,130,2,19,20,4,393000
2026-07-01,42,6,22,23,5,38525
2023-11-29,112,6,20,22,5,400400
2024-04-12,53,4,97,-1,24,386750
2023-12-18,77,6,139,143,34,3757325
2026-08-15,152,5,8,7,2,28700
2024-02-08,105,3,4,4,1,74900
2024-04-17,87,6,22,-1,5,194250
2025-07-12,57,6,9,10,2,63750
2023-02-06,80,4,69,72,17,2280600
2024-09-05,2,2,5,5,1,27875
2024-11-16,90,3,11,11,2,105600
2025-09-20,24,3,106,111,26,2494725
2025-03-05,26,3,23,25,5,461250
2024-05-25,97,6,3,3,0,43275
2024-09-21,89,6,8,8,2,67000
2025-12-17,17,2,21,22,5,19800
2025-08-12,116,4,6,6,1,19650
2023-11-08,107,2,16,16,4,141600
2025-08-07,59,3,58,57,14,391875
2023-06-26,109,3,27,29,6,234900
2023-09-15,41,2,6,6,1,8250
2023-01-30,49,4,30,33,7,227700
2025-11-23,5,4,59,59,14,259600
2025-09-28,51,6,37,39,9,248625
2024-09-09,120,6,36,34,9,110500
2024-03-09,13,3,18,19,4,23750
2023-03-08,51,4,14,15,3,95625
2023-10-24,130,6,57,57,14,1120050
2024-07-26,5,3,159,166,39,730400
2026-05-14,52,3,75,77,18,429275
2025-04-09,42,6,45,49,11,82075
2025-08-08,44,4,23,24,5,177600
2026-07-01,104,2,5,5,1,81375
2023-05-01,134,5,51,51,12,599250
2025-09-02,74,4,2,2,0,60600
2024-10-15,46,1,13,11,3,94875
2024-10-02,33,1,25,26,6,55250
2026-08-20,126,4,59,62,14,227850
2023-03-08,153,3,3,3,0,21675
2024-04-23,60,4,64,63,16,308700
2025-03-19,52,3,41,47,10,262025
2025-01-17,117,1,10,10,2,35500
2023-04-16,38,5,155,152,38,277400
2023-01-17,134,5,11,11,2,129250
2023-07-15,126,3,16,16,4,58800
2024-10-07,25,4,28,28,7,750400
2025-02-18,126,5,12,12,3,44100
2024-05-19,23,3,50,50,12,1113750
2023-10-01,6,5,7,7,1,48475
2026-06-10,12,2,46,43,11,236500
2025-04-03,21,3,37,39,9,38025
2024-08-12,77,6,2,2,0,52550
2023-04-09,120,5,34,38,8,123500
2023-09-18,98,2,12,12,3,167700
2026-06-29,17,3,21,21,5,18900
2024-02-25,141,3,4,4,1,17500
2025-06-02,153,1,15,15,3,108375
2025-03-13,101,5,12,12,3,97200
2025-07-12,41,1,39,38,9,52250
2024-04-26,47,1,6,6,1,49800
2024-08-14,82,1,68,67,17,2333275
2025-10-03,47,4,18,17,4,141100
2023-04-26,104,1,92,92,23,1497300
2025-11-21,102,2,31,31,7,418500
2024-06-29,131,5,19,19,4,171000
2024-05-30,91,1,45,45,11,432000
2025-06-05,130,4,34,32,8,628800
2024-05-11,123,2,44,44,11,150700
2024-10-16,50,3,41,36,10,194400
2024-02-24,120,4,58,63,14,204750
2024-10-07,83,2,38,40,9,904000
2025-10-08,88,5,36,34,9,488750
2023-11-22,151,4,83,85,20,471750
2024-09-09,153,3,12,13,3,93925
2026-07-10,4,3,15,15,3,53250
2023-06-17,8,2,23,25,5,128750
2023-01-01,130,6,6,6,1,117900
2026-08-25,3,2,85,96,21,506400
2024-02-18,127,5,24,24,6,383400
2023-07-19,139,2,11,10,2,80000
2023-03-02,7,1,37,35,9,131250
2024-05-15,42,4,28,28,7,46900
2023-07-11,2,6,14,14,3,78050
2023-08-22,129,2,15,16,3,247200
2026-02-01,50,5,13,14,3,75600
2023-10-31,141,6,24,23,6,100625
2023-05-19,121,3,40,42,10,184800
2023-05-26,151,3,2,2,0,11100
2023-10-28,109,3,46,48,11,388800
2025-10-19,43,6,12,11,3,88550
2025-11-17,38,4,24,26,6,47450
2025-10-23,145,2,33,35,8,280875
2024-04-10,54,1,24,25,6,221875
2024-04-22,110,5,32,31,8,495225
2025-11-16,92,6,16,15,4,163500
2025-01-26,22,2,10,10,2,6000
2025-07-08,99,1,11,12,2,96600
2025-05-11,117,3,12,12,3,42600
2026-07-16,139,6,51,55,12,440000
2026-01-23,12,1,48,43,12,236500
2023-01-26,57,4,18,19,4,121125
2025-05-19,66,3,8,8,2,32000
2026-02-21,139,3,67,65,16,520000
2026-01-25,86,5,116,115,29,954500
2024-09-07,101,2,60,61,15,494100
2026-08-11,88,1,110,97,27,1394375
2026-01-27,75,2,27,27,6,606150
2025-09-23,98,3,73,76,18,1062100
2024-04-30,55,6,30,30,7,234750
2023-12-10,18,1,40,43,10,39775
2024-09-11,50,4,24,25,6,135000
2025-07-02,145,4,16,17,4,136425
2025-09-28,87,3,21,20,5,185000
2025-01-04,54,2,3,3,0,26625
2025-05-16,89,3,26,26,6,217750
2025-06-27,120,5,45,46,11,149500
2026-03-08,52,4,15,16,3,89200
2023-01-16,19,2,5,4,1,3600
2025-10-21,144,3,68,66,17,437250
2026-05-18,115,2,96,92,24,253000
2023-01-09,6,6,12,12,3,83100
2025-04-29,37,2,10,11,2,13750
2024-07-07,143,2,15,14,3,103950
2023-01-31,84,2,8,8,2,217000
2026-01-16,129,3,7,7,1,108150
2024-05-02,117,4,12,11,3,39050
2026-06-14,132,3,7,-1,1,93800
2025-08-04,118,4,13,13,3,53950
2024-09-10,86,5,35,35,8,290500
2023-03-28,141,4,20,19,5,83125
2024-01-29,90,4,11,12,2,115200
2026-06-15,129,1,7,7,1,108150
2023-01-19,74,5,16,16,4,484800
2024-07-09,107,5,24,24,6,212400
2023-07-27,41,5,17,18,4,24750
2024-08-15,64,2,41,44,10,126500
2024-12-28,78,5,81,80,20,2144000
2025-11-07,98,3,124,128,31,1788800
2025-12-16,15,2,42,45,10,40500
2025-12-17,64,6,46,45,11,129375
2025-05-13,85,4,65,-1,16,629300
2024-05-23,137,6,66,66,16,298650
2024-11-11,62,3,16,15,4,49125
2025-06-21,10,2,8,7,2,26425
2023-06-27,40,1,25,24,6,46800
2024-03-30,115,3,15,16,3,44000
2023-06-10,46,1,69,69,17,595125
2024-01-24,129,3,71,72,17,1112400
2024-01-05,15,2,4,4,1,3600
2026-07-03,72,3,48,48,12,183600
2025-12-05,127,5,19,20,4,319500
2026-07-11,86,3,62,62,15,514600
2024-10-30,15,1,94,87,23,78300
2025-04-07,128,6,93,85,23,1332375
2023-11-28,85,1,11,10,2,108500
2023-09-25,54,5,103,109,25,967375
2024-10-19,23,2,117,117,29,2606175
2025-04-05,117,3,2,2,0,7100
2025-09-29,39,3,45,45,11,59625
2024-05-27,9,2,15,16,3,81200
2025-04-20,19,6,4,4,1,3600
2024-01-21,77,6,145,139,36,3652225
2023-05-23,141,6,21,21,5,91875
2024-11-14,44,3,17,18,4,133200
2023-10-31,33,4,8,-1,2,17000
2023-08-27,28,2,25,26,6,527800
2025-10-25,48,3,30,-1,7,251300
2025-12-27,95,1,7,7,1,73500
2023-09-14,115,2,19,20,4,55000
2023-10-19,117,1,21,22,5,78100
2026-05-03,31,6,54,50,13,106250
2025-02-15,6,4,43,44,10,304700
2023-10-16,3,6,44,45,11,237375
2025-11-08,131,6,14,14,3,126000
2025-08-30,44,1,19,17,4,125800
2025-11-28,150,4,92,-1,23,445900
2025-10-25,2,1,4,4,1,22300
2024-09-03,129,4,60,-1,15,942450
2024-07-31,3,4,28,29,7,152975
2026-08-11,8,1,268,240,67,1236000
2023-06-04,97,1,63,66,15,952050
2025-10-29,11,5,17,19,4,119700
2026-08-11,70,2,10,10,2,37500
2025-10-15,9,5,4,4,1,20300
2024-05-12,105,5,45,42,11,786450
2023-04-18,26,1,37,38,9,701100
2024-04-10,7,4,76,85,19,318750
2025-10-03,135,5,6,6,1,57750
2026-01-16,59,1,40,40,10,275000
2023-06-05,37,5,5,5,1,6250
2024-03-05,89,2,6,6,1,50250
2025-05-05,52,4,10,10,2,55750
2024-05-07,150,3,71,77,17,350350
2024-01-24,50,6,5,4,1,21600
2024-01-14,49,4,4,4,1,27600
2026-05-18,5,4,83,83,20,365200
2024-01-18,98,2,10,10,2,139750
2023-11-22,17,6,11,10,2,9000
2025-05-12,55,6,80,92,20,719900
2025-06-13,86,3,14,13,3,107900
2025-10-13,143,6,4,4,1,29700
2025-10-28,89,1,10,10,2,83750
2024-02-01,25,3,32,31,8,830800
2025-05-10,98,1,25,25,6,349375
2025-05-03,80,3,42,41,10,1298675
2024-03-11,141,2,14,14,3,61250
2025-07-06,36,6,13,13,3,29250
2023-08-10,117,2,7,7,1,24850
2023-10-16,143,1,47,44,11,326700
2025-03-22,126,4,4,4,1,14700
2025-03-29,27,5,21,20,5,275500
2026-04-08,11,4,97,93,24,585900
2023-05-28,70,6,46,46,11,172500
2023-02-26,78,1,6,-1,1,160800
2025-12-29,70,5,27,27,6,101250
2026-06-15,93,4,12,-1,3,81950
2026-03-07,34,2,142,143,35,175175
2026-02-07,94,4,54,55,13,416625
2024-10-01,133,4,30,28,7,231700
2026-06-27,3,1,52,48,13,253200
2025-07-01,148,3,13,15,3,108750
2024-03-11,131,4,4,4,1,36000
2023-05-03,37,6,19,16,4,20000
2024-11-18,149,2,13,14,3,105350
2023-10-27,134,5,9,8,2,94000
2023-03-15,37,2,29,27,7,33750
2026-01-15,94,4,17,-1,4,136350
2023-12-04,37,5,37,39,9,48750
2026-02-21,134,1,70,63,17,740250
2024-07-20,31,6,30,31,7,65875
2023-04-05,33,6,19,19,4,40375
2024-09-19,153,6,9,9,2,65025
2024-06-20,98,1,61,65,15,908375
2025-04-14,69,4,17,19,4,51775
2026-04-07,94,4,27,29,6,219675
2026-07-08,79,3,31,30,7,864000
2024-08-16,132,1,7,7,1,93800
2026-06-06,34,1,105,104,26,127400
2024-11-11,13,6,10,10,2,12500
2025-04-10,11,1,74,73,18,459900
2025-07-04,54,4,12,12,3,106500
2024-08-30,59,4,10,11,2,75625
2026-04-08,112,4,34,35,8,637000
2024-01-13,71,1,12,13,3,37700
2025-03-30,23,6,12,13,3,289575
2024-08-17,8,1,49,50,12,257500
2026-08-08,8,2,9,9,2,46350
2023-11-24,33,1,36,35,9,74375
2023-11-05,93,2,45,45,11,335250
2025-12-05,86,1,47,48,11,398400
2024-12-03,42,5,47,50,11,83750
2024-09-21,129,1,37,-1,9,540750
2024-04-27,116,2,20,21,5,68775
2026-02-01,116,6,42,43,10,140825
2024-02-11,126,2,27,26,6,95550
2025-03-10,117,6,55,60,13,213000
2025-01-15,58,6,84,91,21,461825
2025-09-20,55,3,49,48,12,375600
2023-02-15,35,6,12,12,3,20400
2025-09-08,101,4,30,29,7,234900
2024-10-24,26,2,7,7,1,129150
2025-08-10,106,3,83,79,20,762350
2026-07-22,8,1,43,41,10,211150
2025-07-21,52,5,14,13,3,72475
2023-06-25,68,4,13,13,3,30550
2024-03-07,7,4,30,28,7,105000
2023-11-21,66,3,3,3,0,12000
2023-01-11,136,3,393,368,98,4471200
2024-08-04,98,4,23,23,5,321425
2023-07-13,9,1,31,31,7,157325
2024-10-15,75,3,3,3,0,67350
2024-03-16,15,1,54,61,13,54900
2023-02-11,126,2,39,35,9,128625
2023-07-04,132,2,39,-1,9,549400
2023-10-23,39,3,18,19,4,25175
2024-03-24,150,3,29,29,7,131950
2024-06-18,61,1,34,34,8,98600
2023-01-23,129,1,22,23,5,355350
2025-07-29,124,6,28,29,7,151525
2025-01-17,23,5,40,38,10,846450
2024-08-16,139,4,11,11,2,88000
2025-09-15,153,4,18,16,4,115600
2026-06-15,74,3,14,13,3,393900
2024-04-24,151,2,72,70,18,388500
2025-06-04,138,5,67,71,16,347900
2024-12-10,56,4,25,25,6,107500
2024-06-26,150,5,24,21,6,95550
2024-10-06,30,2,19,18,4,25200
2025-01-02,115,5,112,112,28,308000
2024-05-10,109,2,46,40,11,324000
2025-10-25,114,4,28,28,7,161000
2025-03-08,52,6,7,7,1,39025
2026-07-23,69,4,48,53,12,144425
2025-06-09,34,4,35,36,8,44100
2025-07-21,65,5,15,15,3,60375
2026-01-17,32,1,201,217,50,390600
2026-08-30,18,2,2,2,0,1850
2024-03-26,120,3,4,4,1,13000
2024-02-16,72,3,19,20,4,76500
2024-01-23,106,3,11,12,2,115800
2023-09-19,8,2,38,41,9,211150
2025-06-01,143,2,125,114,31,846450
2025-08-19,52,5,38,33,9,183975
2024-08-05,123,4,277,265,69,907625
2025-07-14,60,3,46,45,11,220500
2024-02-06,97,4,41,43,10,620275
2024-09-18,70,4,62,65,15,243750
2024-03-31,28,3,63,64,15,1299200
2026-07-17,5,5,20,21,5,92400
2025-11-24,16,6,10,9,2,5400
2023-10-10,112,2,15,13,3,236600
2024-11-14,45,5,7,7,1,65800
2024-01-07,13,3,4,4,1,5000
2025-07-03,129,5,18,19,4,293550
2024-09-17,89,3,80,87,20,728625
2026-07-03,25,6,16,17,4,455600
2024-03-02,74,2,13,14,3,424200
2026-07-12,98,4,31,34,7,475150
2026-06-18,100,2,9,9,2,147600
2026-08-11,90,6,19,20,4,192000
2024-11-17,13,2,16,16,4,20000
2025-03-17,36,5,39,39,9,87750
2026-07-23,86,5,49,51,12,423300
2024-01-05,90,6,63,51,15,489600
2026-02-23,72,5,26,25,6,95625
2024-12-26,7,1,11,12,2,45000
2023-01-29,104,5,32,34,8,553350
2026-08-28,10,6,3,3,0,11325
2024-06-20,100,6,30,32,7,524800
2025-02-06,139,6,40,38,10,304000
2024-05-10,7,4,64,67,16,251250
2026-05-15,21,5,7,7,1,6825
2025-02-15,57,5,61,65,15,414375
2026-06-03,55,3,65,63,16,492975
2025-10-18,126,3,18,16,4,58800
2023-02-05,91,3,18,18,4,172800
2025-11-20,136,3,33,35,8,425250
2025-09-11,61,2,115,116,28,336400
2024-07-30,106,3,31,29,7,279850
2025-12-01,4,5,73,75,18,266250
2023-08-07,35,4,9,8,2,13600
2023-06-08,76,4,11,11,2,188650
2024-01-30,33,3,14,16,3,34000
2025-05-15,137,4,18,19,4,85975
2026-08-22,92,2,25,24,6,261600
2026-05-22,119,4,9,9,2,43425
2023-07-12,1,4,11,12,2,62400
2025-04-02,12,5,13,13,3,71500
2025-05-10,65,3,5,5,1,20125
2026-06-11,41,2,15,17,3,23375
2023-07-14,118,6,15,16,3,66400
2025-10-13,11,6,67,64,16,403200
2023-11-13,57,6,8,8,2,51000
2026-03-17,7,1,23,20,5,75000
2024-07-16,2,6,11,12,2,66900
2025-02-01,19,4,15,15,3,13500
2025-02-06,34,1,9,9,2,11025
2024-05-12,2,4,33,34,8,189550
2025-10-07,6,3,24,24,6,166200
2023-08-03,98,1,15,16,3,223600
2025-06-29,17,2,168,166,42,149400
2025-08-15,84,6,11,11,2,298375
2026-03-09,11,5,29,-1,7,182700
2023-07-14,138,2,13,13,3,63700
2025-05-08,111,5,104,107,26,1843075
2026-07-01,93,5,9,8,2,59600
2026-02-04,83,2,17,18,4,406800
2024-09-20,15,1,19,19,4,17100
2023-10-16,10,3,3,3,0,11325
2023-04-15,3,3,28,29,7,152975
2025-06-29,129,2,9,8,2,123600
2026-05-06,122,5,71,70,17,418250
2023-11-30,89,4,36,35,9,293125
2025-05-09,98,6,10,10,2,139750
2023-11-11,125,4,11,11,2,42625
2025-04-05,67,4,3,3,0,10275
2024-01-07,151,1,48,51,12,283050
2026-05-01,142,5,30,30,7,252000
2024-09-02,154,1,16,17,4,79475
2026-05-23,115,6,65,62,16,170500
2023-01-09,149,2,14,15,3,112875
2023-07-10,112,5,23,22,5,400400
2023-05-24,96,2,22,19,5,302100
2025-07-04,14,6,60,61,15,73200
2023-09-13,55,5,65,69,16,539925
2023-10-10,9,2,40,46,10,233450
2025-10-14,89,2,27,27,6,226125
2023-04-05,150,5,13,12,3,54600
2024-01-20,152,3,87,81,21,332100
2023-09-18,49,3,22,22,5,151800
2023-08-15,66,5,33,33,8,132000
2024-08-14,130,5,85,86,21,1689900
2025-04-09,72,4,27,27,6,103275
2023-10-24,114,3,30,32,7,184000
2023-09-14,115,3,9,9,2,24750
2025-09-07,116,2,14,15,3,49125
