id_note,id_eleve,matiere,note,trimestre
N030122,E0302,sciences,6.84,2
N030123,E0302,anglais,5.46,2
N030124,E0302,histoire_geographie,6.88,2
N030130,E0302,maths,7.78,3
N030131,E0302,francais,6.18,3
N030132,E0302,sciences,7.0,3
N030133,E0302,anglais,5.28,3
N030134,E0302,histoire_geographie,6.74,3
N030210,E0303,maths,7.47,1
N030211,E0303,francais,10.35,1
N030212,E0303,sciences,9.41,1
N030213,E0303,anglais,12.79,1
N030214,E0303,histoire_geographie,11.77,1
N030220,E0303,maths,8.86,2
N030221,E0303,francais,10.15,2
N030222,E0303,sciences,11.39,2
N030223,E0303,anglais,9.13,2
N030224,E0303,histoire_geographie,12.58,2
N030230,E0303,maths,7.98,3
N030231,E0303,francais,11.96,3
N030232,E0303,sciences,11.88,3
N030233,E0303,anglais,9.92,3
N030234,E0303,histoire_geographie,11.46,3
N030310,E0304,maths,12.25,1
N030311,E0304,francais,10.84,1
N030312,E0304,sciences,10.83,1
N030313,E0304,anglais,10.54,1
N030314,E0304,histoire_geographie,9.78,1
N030320,E0304,maths,11.96,2
N030321,E0304,francais,12.29,2
N030322,E0304,sciences,11.86,2
N030323,E0304,anglais,11.73,2
N030324,E0304,histoire_geographie,12.29,2
N030330,E0304,maths,9.63,3
N030331,E0304,francais,11.27,3
N030332,E0304,sciences,9.29,3
N030333,E0304,anglais,11.78,3
N030334,E0304,histoire_geographie,11.91,3
N030410,E0305,maths,9.79,1
N030411,E0305,francais,9.22,1
N030412,E0305,sciences,7.2,1
N030413,E0305,anglais,9.81,1
N030414,E0305,histoire_geographie,9.4,1
N030420,E0305,maths,9.01,2
N030421,E0305,francais,8.24,2
N030422,E0305,sciences,9.05,2
N030423,E0305,anglais,7.63,2
N030424,E0305,histoire_geographie,9.04,2
N030430,E0305,maths,9.37,3
N030431,E0305,francais,8.33,3
N030432,E0305,sciences,9.99,3
N030433,E0305,anglais,8.66,3
N030434,E0305,histoire_geographie,10.21,3
N030510,E0306,maths,16.07,1
N030511,E0306,francais,18.07,1
N030512,E0306,sciences,-1.5,1
N030513,E0306,anglais,17.3,1
N030514,E0306,histoire_geographie,17.81,1
N030520,E0306,maths,17.79,2
N030521,E0306,francais,20.0,2
N030522,E0306,sciences,17.65,2
N030523,E0306,anglais,18.68,2
N030524,E0306,histoire_geographie,18.38,2
N030530,E0306,maths,16.27,3
N030531,E0306,francais,17.45,3
N030532,E0306,sciences,17.58,3
N030533,E0306,anglais,19.09,3
N030534,E0306,histoire_geographie,17.98,3
N030610,E0307,maths,10.2,1
N030611,E0307,francais,12.13,1
N030612,E0307,sciences,13.39,1
N030613,E0307,anglais,10.32,1
N030614,E0307,histoire_geographie,14.11,1
N030620,E0307,maths,11.92,2
N030621,E0307,francais,11.26,2
N030622,E0307,sciences,11.14,2
N030623,E0307,anglais,12.04,2
N030624,E0307,histoire_geographie,14.1,2
N030630,E0307,maths,10.24,3
N030631,E0307,francais,11.58,3
N030632,E0307,sciences,10.47,3
N030633,E0307,anglais,11.25,3
N030634,E0307,histoire_geographie,11.22,3
N030710,E0308,maths,6.49,1
N030711,E0308,francais,8.14,1
N030712,E0308,sciences,8.42,1
N030713,E0308,anglais,8.21,1
N030714,E0308,histoire_geographie,8.79,1
N030720,E0308,maths,8.24,2
N030721,E0308,francais,7.98,2
N030722,E0308,sciences,9.0,2
N030723,E0308,anglais,8.89,2
N030724,E0308,histoire_geographie,10.29,2
N030730,E0308,maths,9.04,3
N030731,E0308,francais,7.69,3
N030732,E0308,sciences,7.88,3
N030733,E0308,anglais,9.06,3
N030734,E0308,histoire_geographie,8.91,3
N030810,E0309,maths,4.48,1
N030811,E0309,francais,5.73,1
N030812,E0309,sciences,5.78,1
N030813,E0309,anglais,5.07,1
N030814,E0309,histoire_geographie,8.47,1
N030820,E0309,maths,6.16,2
N030821,E0309,francais,6.72,2
N030822,E0309,sciences,5.81,2
N030823,E0309,anglais,7.12,2
N030824,E0309,histoire_geographie,6.49,2
N030830,E0309,maths,6.48,3
N030831,E0309,francais,5.8,3
N030832,E0309,sciences,6.96,3
N030833,E0309,anglais,5.65,3
N030834,E0309,histoire_geographie,3.54,3
N030910,E0310,maths,10.6,1
N030911,E0310,francais,13.3,1
N030912,E0310,sciences,12.06,1
N030913,E0310,anglais,11.96,1
N030914,E0310,histoire_geographie,12.22,1
N030920,E0310,maths,10.61,2
N030921,E0310,francais,11.72,2
N030922,E0310,sciences,10.16,2
N030923,E0310,anglais,10.5,2
N030924,E0310,histoire_geographie,13.11,2
N030930,E0310,maths,9.48,3
N030931,E0310,francais,11.79,3
N030932,E0310,sciences,10.21,3
N030933,E0310,anglais,8.7,3
N030934,E0310,histoire_geographie,10.73,3
N031010,E0311,maths,10.69,1
N031011,E0311,francais,11.49,1
N031012,E0311,sciences,11.46,1
N031013,E0311,anglais,12.49,1
N031014,E0311,histoire_geographie,14.27,1
N031020,E0311,maths,11.1,2
N031021,E0311,francais,12.42,2
N031022,E0311,sciences,14.2,2
N031023,E0311,anglais,10.58,2
N031024,E0311,histoire_geographie,15.99,2
N031030,E0311,maths,11.07,3
N031031,E0311,francais,12.66,3
N031032,E0311,sciences,10.41,3
N031033,E0311,anglais,12.73,3
N031034,E0311,histoire_geographie,11.28,3
N031110,E0312,maths,10.82,1
N031111,E0312,francais,12.93,1
N031112,E0312,sciences,10.52,1
N031113,E0312,anglais,11.39,1
N031114,E0312,histoire_geographie,11.93,1
N031120,E0312,maths,10.64,2
N031121,E0312,francais,11.19,2
N031122,E0312,sciences,11.05,2
N031123,E0312,anglais,10.23,2
N031124,E0312,histoire_geographie,8.36,2
N031130,E0312,maths,12.6,3
N031131,E0312,francais,13.03,3
N031132,E0312,sciences,9.87,3
N031133,E0312,anglais,11.06,3
N031134,E0312,histoire_geographie,12.59,3
N031210,E0313,maths,11.35,1
N031211,E0313,francais,9.66,1
N031212,E0313,sciences,12.5,1
N031213,E0313,anglais,11.17,1
N031214,E0313,histoire_geographie,13.84,1
N031220,E0313,maths,7.67,2
N031221,E0313,francais,10.71,2
N031222,E0313,sciences,9.42,2
N031223,E0313,anglais,10.61,2
N031224,E0313,histoire_geographie,8.89,2
N031230,E0313,maths,11.0,3
N031231,E0313,francais,11.32,3
N031232,E0313,sciences,10.21,3
N031233,E0313,anglais,10.32,3
N031234,E0313,histoire_geographie,11.85,3
N031310,E0314,maths,10.41,1
N031311,E0314,francais,10.93,1
N031312,E0314,sciences,11.31,1
N031313,E0314,anglais,10.11,1
N031314,E0314,histoire_geographie,11.85,1
N031320,E0314,maths,9.47,2
N031321,E0314,francais,12.51,2
N031322,E0314,sciences,10.05,2
N031323,E0314,anglais,11.33,2
N031324,E0314,histoire_geographie,12.37,2
N031330,E0314,maths,9.21,3
N031331,E0314,francais,9.41,3
N031332,E0314,sciences,11.11,3
N031333,E0314,anglais,11.56,3
N031334,E0314,histoire_geographie,10.82,3
N031410,E0315,maths,6.35,1
N031411,E0315,francais,6.87,1
N031412,E0315,sciences,7.12,1
N031413,E0315,anglais,4.79,1
N031414,E0315,histoire_geographie,9.88,1
N031420,E0315,maths,7.58,2
N031421,E0315,francais,7.44,2
N031422,E0315,sciences,9.67,2
N031423,E0315,anglais,8.61,2
N031424,E0315,histoire_geographie,7.76,2
N031430,E0315,maths,8.03,3
N031431,E0315,francais,7.29,3
N031432,E0315,sciences,8.28,3
N031433,E0315,anglais,4.66,3
N031434,E0315,histoire_geographie,9.99,3
N031510,E0316,maths,9.3,1
N031511,E0316,francais,11.41,1
N031512,E0316,sciences,11.87,1
N031513,E0316,anglais,11.22,1
N031514,E0316,histoire_geographie,11.72,1
N031520,E0316,maths,12.59,2
N031521,E0316,francais,12.96,2
N031522,E0316,sciences,12.55,2
N031523,E0316,anglais,11.71,2
N031524,E0316,histoire_geographie,15.42,2
N031530,E0316,maths,11.36,3
N031531,E0316,francais,13.5,3
N031532,E0316,sciences,12.09,3
N031533,E0316,anglais,9.62,3
N031534,E0316,histoire_geographie,14.21,3
N031610,E0317,maths,12.94,1
N031611,E0317,francais,10.34,1
N031612,E0317,sciences,11.18,1
N031613,E0317,anglais,11.17,1
N031614,E0317,histoire_geographie,12.65,1
N031620,E0317,maths,12.55,2
N031621,E0317,francais,12.09,2
N031622,E0317,sciences,11.25,2
N031623,E0317,anglais,10.58,2
N031624,E0317,histoire_geographie,13.9,2
N031630,E0317,maths,12.25,3
N031631,E0317,francais,12.93,3
N031632,E0317,sciences,10.64,3
N031633,E0317,anglais,9.66,3
N031634,E0317,histoire_geographie,13.86,3
N031710,E0318,maths,8.79,1
N031711,E0318,francais,12.91,1
N031712,E0318,sciences,11.73,1
N031713,E0318,anglais,11.56,1
N031714,E0318,histoire_geographie,11.96,1
N031720,E0318,maths,8.04,2
N031721,E0318,francais,10.88,2
N031722,E0318,sciences,10.3,2
N031723,E0318,anglais,12.17,2
N031724,E0318,histoire_geographie,10.82,2
N031730,E0318,maths,10.52,3
N031731,E0318,francais,10.27,3
N031732,E0318,sciences,9.45,3
N031733,E0318,anglais,11.34,3
N031734,E0318,histoire_geographie,12.33,3
N031810,E0319,maths,12.25,1
N031811,E0319,francais,15.49,1
N031812,E0319,sciences,12.54,1
N031813,E0319,anglais,12.74,1
N031814,E0319,histoire_geographie,12.63,1
N031820,E0319,maths,9.56,2
N031821,E0319,francais,12.59,2
N031822,E0319,sciences,11.65,2
N031823,E0319,anglais,12.3,2
N031824,E0319,histoire_geographie,10.19,2
N031830,E0319,maths,11.32,3
N031831,E0319,francais,11.69,3
N031832,E0319,sciences,12.52,3
N031833,E0319,anglais,11.05,3
N031834,E0319,histoire_geographie,14.42,3
N031910,E0320,maths,9.38,1
N031911,E0320,francais,10.8,1
N031912,E0320,sciences,11.68,1
N031913,E0320,anglais,9.84,1
N031914,E0320,histoire_geographie,12.17,1
N031920,E0320,maths,9.74,2
N031921,E0320,francais,10.92,2
N031922,E0320,sciences,9.62,2
N031923,E0320,anglais,8.76,2
N031924,E0320,histoire_geographie,12.31,2
N031930,E0320,maths,11.34,3
N031931,E0320,francais,13.58,3
N031932,E0320,sciences,12.33,3
N031933,E0320,anglais,10.8,3
N031934,E0320,histoire_geographie,12.33,3
N032010,E0321,maths,11.71,1
N032011,E0321,francais,10.69,1
N032012,E0321,sciences,10.87,1
N032013,E0321,anglais,9.22,1
N032014,E0321,histoire_geographie,8.73,1
N032020,E0321,maths,8.25,2
N032021,E0321,francais,12.08,2
N032022,E0321,sciences,8.65,2
N032023,E0321,anglais,9.89,2
N032024,E0321,histoire_geographie,11.39,2
N032030,E0321,maths,8.78,3
N032031,E0321,francais,8.88,3
N032032,E0321,sciences,11.31,3
N032033,E0321,anglais,11.42,3
N032034,E0321,histoire_geographie,9.06,3
N032110,E0322,maths,5.8,1
N032111,E0322,francais,7.82,1
N032112,E0322,sciences,6.12,1
N032113,E0322,anglais,5.77,1
N032114,E0322,histoire_geographie,7.93,1
N032120,E0322,maths,5.29,2
N032121,E0322,francais,7.86,2
N032122,E0322,sciences,6.11,2
N032123,E0322,anglais,5.39,2
N032124,E0322,histoire_geographie,4.25,2
N032130,E0322,maths,6.03,3
N032131,E0322,francais,8.21,3
N032132,E0322,sciences,7.68,3
N032133,E0322,anglais,6.92,3
N032134,E0322,histoire_geographie,6.88,3
N032210,E0323,maths,11.8,1
N032211,E0323,francais,10.38,1
N032212,E0323,sciences,12.85,1
N032213,E0323,anglais,11.29,1
N032214,E0323,histoire_geographie,12.15,1
N032220,E0323,maths,8.37,2
N032221,E0323,francais,9.03,2
N032222,E0323,sciences,11.29,2
N032223,E0323,anglais,11.66,2
N032224,E0323,histoire_geographie,11.1,2
N032230,E0323,maths,8.64,3
N032231,E0323,francais,11.35,3
N032232,E0323,sciences,9.68,3
N032233,E0323,anglais,8.22,3
N032234,E0323,histoire_geographie,13.36,3
N032310,E0324,maths,9.55,1
N032311,E0324,francais,10.0,1
N032312,E0324,sciences,10.98,1
N032313,E0324,anglais,11.17,1
N032314,E0324,histoire_geographie,11.21,1
N032320,E0324,maths,9.08,2
N032321,E0324,francais,11.08,2
N032322,E0324,sciences,11.72,2
N032323,E0324,anglais,10.09,2
N032324,E0324,histoire_geographie,12.02,2
N032330,E0324,maths,9.22,3
N032331,E0324,francais,10.33,3
N032332,E0324,sciences,10.2,3
N032333,E0324,anglais,8.01,3
N032334,E0324,histoire_geographie,10.93,3
N032410,E0325,maths,11.81,1
N032411,E0325,francais,12.05,1
N032412,E0325,sciences,12.54,1
N032413,E0325,anglais,11.73,1
N032414,E0325,histoire_geographie,11.49,1
N032420,E0325,maths,8.17,2
N032421,E0325,francais,11.77,2
N032422,E0325,sciences,9.89,2
N032423,E0325,anglais,9.27,2
N032424,E0325,histoire_geographie,11.2,2
N032430,E0325,maths,11.74,3
N032431,E0325,francais,9.82,3
N032432,E0325,sciences,12.24,3
N032433,E0325,anglais,10.65,3
N032434,E0325,histoire_geographie,11.68,3
N032510,E0326,maths,6.16,1
N032511,E0326,francais,5.82,1
N032512,E0326,sciences,8.68,1
N032513,E0326,anglais,7.76,1
N032514,E0326,histoire_geographie,8.61,1
N032520,E0326,maths,8.52,2
N032521,E0326,francais,8.52,2
N032522,E0326,sciences,6.69,2
N032523,E0326,anglais,8.21,2
N032524,E0326,histoire_geographie,8.13,2
N032530,E0326,maths,5.7,3
N032531,E0326,francais,7.3,3
N032532,E0326,sciences,7.04,3
N032533,E0326,anglais,7.76,3
N032534,E0326,histoire_geographie,9.6,3
N032610,E0327,maths,10.04,1
N032611,E0327,francais,11.48,1
N032612,E0327,sciences,12.7,1
N032613,E0327,anglais,12.16,1
N032614,E0327,histoire_geographie,12.4,1
N032620,E0327,maths,9.67,2
N032621,E0327,francais,12.34,2
N032622,E0327,sciences,12.15,2
N032623,E0327,anglais,9.08,2
N032624,E0327,histoire_geographie,12.37,2
N032630,E0327,maths,10.62,3
N032631,E0327,francais,11.57,3
N032632,E0327,sciences,12.28,3
N032633,E0327,anglais,10.62,3
N032634,E0327,histoire_geographie,11.29,3
N032710,E0328,maths,14.17,1
N032711,E0328,francais,13.85,1
N032712,E0328,sciences,13.15,1
N032713,E0328,anglais,12.21,1
N032714,E0328,histoire_geographie,15.5,1
N032720,E0328,maths,14.04,2
N032721,E0328,francais,13.65,2
N032722,E0328,sciences,14.39,2
N032723,E0328,anglais,15.65,2
N032724,E0328,histoire_geographie,16.78,2
N032730,E0328,maths,14.45,3
N032731,E0328,francais,15.79,3
N032732,E0328,sciences,15.01,3
N032733,E0328,anglais,14.82,3
N032734,E0328,histoire_geographie,16.22,3
N032810,E0329,maths,12.45,1
N032811,E0329,francais,12.64,1
N032812,E0329,sciences,13.68,1
N032813,E0329,anglais,10.98,1
N032814,E0329,histoire_geographie,15.23,1
N032820,E0329,maths,10.49,2
N032821,E0329,francais,12.72,2
N032822,E0329,sciences,11.91,2
N032823,E0329,anglais,13.98,2
N032824,E0329,histoire_geographie,14.17,2
N032830,E0329,maths,14.14,3
N032831,E0329,francais,11.53,3
N032832,E0329,sciences,11.98,3
N032833,E0329,anglais,14.11,3
N032834,E0329,histoire_geographie,13.03,3
N032910,E0330,maths,10.76,1
N032911,E0330,francais,11.16,1
N032912,E0330,sciences,8.41,1
N032913,E0330,anglais,11.01,1
N032914,E0330,histoire_geographie,11.52,1
N032920,E0330,maths,8.25,2
N032921,E0330,francais,8.91,2
N032922,E0330,sciences,9.58,2
N032923,E0330,anglais,11.75,2
N032924,E0330,histoire_geographie,13.86,2
N032930,E0330,maths,10.36,3
N032931,E0330,francais,11.13,3
N032932,E0330,sciences,9.94,3
N032933,E0330,anglais,10.36,3
N032934,E0330,histoire_geographie,12.51,3
N033010,E0331,maths,10.1,1
N033011,E0331,francais,11.94,1
N033012,E0331,sciences,13.24,1
N033013,E0331,anglais,12.14,1
N033014,E0331,histoire_geographie,14.04,1
N033020,E0331,maths,9.8,2
N033021,E0331,francais,11.3,2
N033022,E0331,sciences,11.9,2
N033023,E0331,anglais,10.98,2
N033024,E0331,histoire_geographie,12.95,2
N033030,E0331,maths,9.32,3
N033031,E0331,francais,11.65,3
N033032,E0331,sciences,13.82,3
N033033,E0331,anglais,11.1,3
N033034,E0331,histoire_geographie,11.14,3
N033110,E0332,maths,9.48,1
N033111,E0332,francais,10.89,1
N033112,E0332,sciences,13.42,1
N033113,E0332,anglais,11.14,1
N033114,E0332,histoire_geographie,13.54,1
N033120,E0332,maths,10.37,2
N033121,E0332,francais,10.81,2
N033122,E0332,sciences,13.27,2
N033123,E0332,anglais,12.11,2
N033124,E0332,histoire_geographie,10.36,2
N033130,E0332,maths,11.99,3
N033131,E0332,francais,12.63,3
N033132,E0332,sciences,13.47,3
N033133,E0332,anglais,9.55,3
N033134,E0332,histoire_geographie,11.13,3
N033210,E0333,maths,10.51,1
N033211,E0333,francais,9.71,1
N033212,E0333,sciences,11.1,1
N033213,E0333,anglais,12.04,1
N033214,E0333,histoire_geographie,12.98,1
N033220,E0333,maths,10.24,2
N033221,E0333,francais,13.48,2
N033222,E0333,sciences,10.7,2
N033223,E0333,anglais,11.96,2
N033224,E0333,histoire_geographie,10.22,2
N033230,E0333,maths,8.51,3
N033231,E0333,francais,12.26,3
N033232,E0333,sciences,13.09,3
N033233,E0333,anglais,10.6,3
N033234,E0333,histoire_geographie,13.98,3
N033310,E0334,maths,11.0,1
N033311,E0334,francais,12.47,1
N033312,E0334,sciences,10.27,1
N033313,E0334,anglais,11.72,1
N033314,E0334,histoire_geographie,-0.5,1
N033320,E0334,maths,11.74,2
N033321,E0334,francais,13.01,2
N033322,E0334,sciences,13.75,2
N033323,E0334,anglais,12.33,2
N033324,E0334,histoire_geographie,12.55,2
N033330,E0334,maths,13.87,3
N033331,E0334,francais,13.15,3
N033332,E0334,sciences,14.14,3
N033333,E0334,anglais,12.87,3
N033334,E0334,histoire_geographie,11.63,3
N033410,E0335,maths,9.74,1
N033411,E0335,francais,11.62,1
N033412,E0335,sciences,9.66,1
N033413,E0335,anglais,11.14,1
N033414,E0335,histoire_geographie,10.76,1
N033420,E0335,maths,10.83,2
N033421,E0335,francais,10.78,2
N033422,E0335,sciences,9.95,2
N033423,E0335,anglais,12.46,2
N033424,E0335,histoire_geographie,13.5,2
N033430,E0335,maths,8.59,3
N033431,E0335,francais,11.46,3
N033432,E0335,sciences,10.87,3
N033433,E0335,anglais,10.2,3
N033434,E0335,histoire_geographie,10.75,3
N033510,E0336,maths,6.18,1
N033511,E0336,francais,6.68,1
N033512,E0336,sciences,8.67,1
N033513,E0336,anglais,6.34,1
N033514,E0336,histoire_geographie,7.11,1
N033520,E0336,maths,5.42,2
N033521,E0336,francais,6.42,2
N033522,E0336,sciences,5.63,2
N033523,E0336,anglais,5.14,2
N033524,E0336,histoire_geographie,8.78,2
N033530,E0336,maths,5.41,3
N033531,E0336,francais,8.12,3
N033532,E0336,sciences,8.15,3
N033533,E0336,anglais,7.12,3
N033534,E0336,histoire_geographie,6.92,3
N033610,E0337,maths,9.94,1
N033611,E0337,francais,10.11,1
N033612,E0337,sciences,8.49,1
N033613,E0337,anglais,10.11,1
N033614,E0337,histoire_geographie,10.01,1
N033620,E0337,maths,10.52,2
N033621,E0337,francais,9.11,2
N033622,E0337,sciences,11.6,2
N033623,E0337,anglais,9.57,2
N033624,E0337,histoire_geographie,13.16,2
N033630,E0337,maths,11.25,3
N033631,E0337,francais,9.46,3
N033632,E0337,sciences,10.19,3
N033633,E0337,anglais,11.54,3
N033634,E0337,histoire_geographie,10.36,3
N033710,E0338,maths,11.12,1
N033711,E0338,francais,12.44,1
N033712,E0338,sciences,11.56,1
N033713,E0338,anglais,11.28,1
N033714,E0338,histoire_geographie,13.1,1
N033720,E0338,maths,10.85,2
N033721,E0338,francais,10.88,2
N033722,E0338,sciences,11.4,2
N033723,E0338,anglais,11.79,2
N033724,E0338,histoire_geographie,12.52,2
N033730,E0338,maths,9.36,3
N033731,E0338,francais,14.66,3
N033732,E0338,sciences,11.95,3
N033733,E0338,anglais,13.14,3
N033734,E0338,histoire_geographie,13.08,3
N033810,E0339,maths,9.18,1
N033811,E0339,francais,9.86,1
N033812,E0339,sciences,10.93,1
N033813,E0339,anglais,8.43,1
N033814,E0339,histoire_geographie,10.21,1
N033820,E0339,maths,11.14,2
N033821,E0339,francais,11.66,2
N033822,E0339,sciences,11.27,2
N033823,E0339,anglais,11.26,2
N033824,E0339,histoire_geographie,10.25,2
N033830,E0339,maths,9.45,3
N033831,E0339,francais,9.97,3
N033832,E0339,sciences,11.31,3
N033833,E0339,anglais,10.09,3
N033834,E0339,histoire_geographie,11.97,3
N033910,E0340,maths,5.22,1
N033911,E0340,francais,7.25,1
N033912,E0340,sciences,7.7,1
N033913,E0340,anglais,6.98,1
N033914,E0340,histoire_geographie,8.52,1
N033920,E0340,maths,7.37,2
N033921,E0340,francais,7.48,2
N033922,E0340,sciences,7.58,2
N033923,E0340,anglais,7.64,2
N033924,E0340,histoire_geographie,7.76,2
N033930,E0340,maths,7.08,3
N033931,E0340,francais,8.99,3
N033932,E0340,sciences,7.62,3
N033933,E0340,anglais,6.06,3
N033934,E0340,histoire_geographie,7.29,3
N034010,E0341,maths,10.32,1
N034011,E0341,francais,10.33,1
N034012,E0341,sciences,12.81,1
N034013,E0341,anglais,10.82,1
N034014,E0341,histoire_geographie,11.98,1
N034020,E0341,maths,11.76,2
N034021,E0341,francais,12.39,2
N034022,E0341,sciences,11.74,2
N034023,E0341,anglais,9.02,2
N034024,E0341,histoire_geographie,11.33,2
N034030,E0341,maths,10.01,3
N034031,E0341,francais,11.98,3
N034032,E0341,sciences,10.2,3
N034033,E0341,anglais,10.75,3
N034034,E0341,histoire_geographie,10.01,3
N034110,E0342,maths,10.87,1
N034111,E0342,francais,13.79,1
N034112,E0342,sciences,12.16,1
N034113,E0342,anglais,12.83,1
N034114,E0342,histoire_geographie,12.73,1
N034120,E0342,maths,13.39,2
N034121,E0342,francais,14.45,2
N034122,E0342,sciences,10.96,2
N034123,E0342,anglais,11.02,2
N034124,E0342,histoire_geographie,14.26,2
N034130,E0342,maths,10.65,3
N034131,E0342,francais,13.51,3
N034132,E0342,sciences,14.85,3
N034133,E0342,anglais,12.01,3
N034134,E0342,histoire_geographie,12.49,3
N034210,E0343,maths,9.6,1
N034211,E0343,francais,11.31,1
N034212,E0343,sciences,11.48,1
N034213,E0343,anglais,12.87,1
N034214,E0343,histoire_geographie,13.48,1
N034220,E0343,maths,9.26,2
N034221,E0343,francais,9.29,2
N034222,E0343,sciences,13.91,2
N034223,E0343,anglais,11.12,2
N034224,E0343,histoire_geographie,12.9,2
N034230,E0343,maths,7.73,3
N034231,E0343,francais,11.82,3
N034232,E0343,sciences,10.47,3
N034233,E0343,anglais,10.43,3
N034234,E0343,histoire_geographie,13.49,3
N034310,E0344,maths,13.72,1
N034311,E0344,francais,14.49,1
N034312,E0344,sciences,11.66,1
N034313,E0344,anglais,13.09,1
N034314,E0344,histoire_geographie,12.16,1
N034320,E0344,maths,13.29,2
N034321,E0344,francais,13.49,2
N034322,E0344,sciences,13.14,2
N034323,E0344,anglais,14.34,2
N034324,E0344,histoire_geographie,13.87,2
N034330,E0344,maths,14.22,3
N034331,E0344,francais,12.33,3
N034332,E0344,sciences,13.13,3
N034333,E0344,anglais,13.94,3
N034334,E0344,histoire_geographie,13.09,3
N034410,E0345,maths,11.24,1
N034411,E0345,francais,12.54,1
N034412,E0345,sciences,13.01,1
N034413,E0345,anglais,11.67,1
N034414,E0345,histoire_geographie,11.36,1
N034420,E0345,maths,11.16,2
N034421,E0345,francais,11.71,2
N034422,E0345,sciences,12.49,2
N034423,E0345,anglais,13.37,2
N034424,E0345,histoire_geographie,13.88,2
N034430,E0345,maths,11.27,3
N034431,E0345,francais,12.1,3
N034432,E0345,sciences,10.54,3
N034433,E0345,anglais,11.79,3
N034434,E0345,histoire_geographie,12.26,3
N034510,E0346,maths,9.43,1
N034511,E0346,francais,9.31,1
N034512,E0346,sciences,10.06,1
N034513,E0346,anglais,6.45,1
N034514,E0346,histoire_geographie,10.5,1
N034520,E0346,maths,8.47,2
N034521,E0346,francais,10.24,2
N034522,E0346,sciences,7.98,2
N034523,E0346,anglais,8.48,2
N034524,E0346,histoire_geographie,10.0,2
N034530,E0346,maths,8.6,3
N034531,E0346,francais,10.35,3
N034532,E0346,sciences,10.15,3
N034533,E0346,anglais,9.78,3
N034534,E0346,histoire_geographie,10.21,3
N034610,E0347,maths,13.75,1
N034611,E0347,francais,15.43,1
N034612,E0347,sciences,16.3,1
N034613,E0347,anglais,12.91,1
N034614,E0347,histoire_geographie,15.46,1
N034620,E0347,maths,12.61,2
N034621,E0347,francais,14.87,2
N034622,E0347,sciences,15.17,2
N034623,E0347,anglais,13.6,2
N034624,E0347,histoire_geographie,14.07,2
N034630,E0347,maths,13.76,3
N034631,E0347,francais,14.18,3
N034632,E0347,sciences,14.65,3
N034633,E0347,anglais,13.1,3
N034634,E0347,histoire_geographie,14.86,3
N034710,E0348,maths,9.98,1
N034711,E0348,francais,9.22,1
N034712,E0348,sciences,9.54,1
N034713,E0348,anglais,8.75,1
N034714,E0348,histoire_geographie,7.81,1
N034720,E0348,maths,8.27,2
N034721,E0348,francais,10.57,2
N034722,E0348,sciences,11.15,2
N034723,E0348,anglais,9.84,2
N034724,E0348,histoire_geographie,9.03,2
N034730,E0348,maths,7.88,3
N034731,E0348,francais,10.45,3
N034732,E0348,sciences,7.69,3
N034733,E0348,anglais,11.42,3
N034734,E0348,histoire_geographie,9.82,3
N034810,E0349,maths,9.88,1
N034811,E0349,francais,8.45,1
N034812,E0349,sciences,8.72,1
N034813,E0349,anglais,9.25,1
N034814,E0349,histoire_geographie,9.83,1
N034820,E0349,maths,8.23,2
N034821,E0349,francais,8.55,2
N034822,E0349,sciences,10.33,2
N034823,E0349,anglais,8.28,2
N034824,E0349,histoire_geographie,9.96,2
N034830,E0349,maths,8.29,3
N034831,E0349,francais,7.91,3
N034832,E0349,sciences,11.37,3
N034833,E0349,anglais,6.55,3
N034834,E0349,histoire_geographie,10.6,3
N034910,E0350,maths,9.29,1
N034911,E0350,francais,12.08,1
N034912,E0350,sciences,10.57,1
N034913,E0350,anglais,9.51,1
N034914,E0350,histoire_geographie,12.68,1
N034920,E0350,maths,11.25,2
N034921,E0350,francais,11.46,2
N034922,E0350,sciences,10.71,2
N034923,E0350,anglais,11.84,2
N034924,E0350,histoire_geographie,11.45,2
N034930,E0350,maths,9.76,3
N034931,E0350,francais,9.54,3
N034932,E0350,sciences,9.84,3
N034933,E0350,anglais,10.79,3
N034934,E0350,histoire_geographie,11.41,3
N035010,E0351,maths,7.99,1
N035011,E0351,francais,7.91,1
N035012,E0351,sciences,8.75,1
N035013,E0351,anglais,10.34,1
N035014,E0351,histoire_geographie,9.4,1
N035020,E0351,maths,9.82,2
N035021,E0351,francais,8.61,2
N035022,E0351,sciences,9.38,2
N035023,E0351,anglais,10.13,2
N035024,E0351,histoire_geographie,10.69,2
N035030,E0351,maths,8.91,3
N035031,E0351,francais,10.14,3
N035032,E0351,sciences,9.83,3
N035033,E0351,anglais,8.73,3
N035034,E0351,histoire_geographie,12.09,3
N035110,E0352,maths,11.77,1
N035111,E0352,francais,11.13,1
N035112,E0352,sciences,12.26,1
N035113,E0352,anglais,11.26,1
N035114,E0352,histoire_geographie,12.34,1
N035120,E0352,maths,11.38,2
N035121,E0352,francais,12.65,2
N035122,E0352,sciences,11.68,2
N035123,E0352,anglais,9.01,2
N035124,E0352,histoire_geographie,15.33,2
N035130,E0352,maths,12.44,3
N035131,E0352,francais,12.3,3
N035132,E0352,sciences,8.82,3
N035133,E0352,anglais,9.85,3
N035134,E0352,histoire_geographie,14.07,3
N035210,E0353,maths,6.22,1
